sigma1,sigma2,mu1,mu2,logit_p
0.830701118,0.198679136,8.082229133,10.12156949,-2.609693425
1.758469395,0.210205881,7.559402688,10.13630915,-2.586094261
0.756307851,0.222943671,8.134898689,10.13748566,-3.387392589
0.678698565,0.211597782,8.297392084,10.13773498,-2.814715798
0.946945851,0.21606396,8.199455068,10.132327,-2.936519853
1.016984672,0.214355887,7.867001226,10.12986152,-2.959177861
0.802162022,0.211822108,8.171203254,10.1333607,-2.853955621
1.326648634,0.199481385,8.131750194,10.12522653,-2.749880114
0.957982003,0.216555169,7.654732124,10.12897409,-2.667233925
0.740022812,0.210600514,8.301390768,10.13082765,-3.085958774
1.237996718,0.210171734,7.802932872,10.1286578,-3.185587838
0.854640267,0.202384099,8.192046696,10.1273091,-2.750771037
0.983034695,0.21369493,8.074157396,10.13317168,-2.992494678
0.819339785,0.206374244,7.855325183,10.13043857,-2.857835385
1.30046135,0.215989546,8.250330421,10.13523144,-3.104844796
0.680601076,0.213828544,8.288396754,10.1308778,-2.884589643
0.616332819,0.208189943,8.287025434,10.12005143,-3.372255175
1.452429384,0.20528296,7.82237073,10.13285405,-2.754400152
0.709719389,0.208121298,8.115606803,10.13405587,-2.847161126
1.175500652,0.219290439,7.64771749,10.13876484,-2.837306005
1.028223125,0.21406749,7.832731057,10.13489097,-2.955314661
0.714076609,0.217253445,8.081635283,10.13907432,-3.12592074
1.142921045,0.207383101,7.933769807,10.12981895,-2.71180792
1.46799886,0.211872388,8.331707041,10.12515562,-2.646959449
1.31735745,0.216715268,7.280691802,10.13491879,-2.587837159
0.704431342,0.219704182,8.113093947,10.13934142,-2.749373669
1.744058943,0.2126368,8.215859419,10.1285721,-2.826790683
0.920929986,0.20739563,8.190990774,10.12620241,-3.278077105
0.981035422,0.209362292,8.112348485,10.12170536,-3.033462076
0.706581923,0.213893279,8.072312223,10.13526023,-3.041801373
1.003347961,0.214031901,7.916351357,10.1308099,-2.888635901
1.370611429,0.216344063,8.283659707,10.13643684,-3.060320696
0.763848645,0.204529426,8.360569616,10.13128088,-2.966558521
0.686622436,0.217756054,8.385188159,10.13703922,-3.386349065
1.004162815,0.218006874,8.136350405,10.14190989,-2.996687717
1.190121602,0.2132046,7.75909947,10.12695921,-2.589752215
0.981153438,0.210182736,7.883573821,10.13287021,-2.923293447
1.086122872,0.210349457,8.426235257,10.14258697,-3.076612131
0.835245858,0.209713209,8.112718006,10.12718131,-2.848898087
0.687848821,0.209741655,8.370466321,10.14513431,-2.947519353
0.650466538,0.212537395,8.255492593,10.13189357,-2.865471344
1.021473593,0.214669796,7.684472508,10.13442233,-2.613979951
1.015983029,0.215241444,8.26528748,10.14455544,-2.805585125
0.769724192,0.216811992,7.976239646,10.13172517,-2.825841845
0.992615705,0.211596214,8.215783293,10.13372853,-2.902382426
0.843006824,0.213787167,7.720805311,10.13304284,-2.708808987
0.897596377,0.207363033,8.450168804,10.13000636,-2.813236597
1.483961739,0.206768106,7.982312047,10.12811867,-2.84557724
0.695290438,0.219171682,8.165998335,10.1351708,-3.23340312
1.15956468,0.215119401,7.541439662,10.13865901,-2.50437134
0.875004819,0.210545095,7.932565513,10.12705117,-2.894966693
1.209773029,0.217238026,7.482200566,10.12957333,-2.800971673
0.66898431,0.219058051,8.227501884,10.13631217,-3.300772407
0.644020121,0.222389326,8.067451816,10.13715113,-3.148707951
1.419363458,0.208550259,7.850801438,10.13167617,-2.528721624
1.27137696,0.215275593,7.914549527,10.13383002,-3.273184341
0.631549765,0.213540626,8.2692044,10.13430963,-3.088811264
1.117080145,0.211662271,8.505007345,10.12984833,-3.109430812
0.818977043,0.214220157,8.184540696,10.14010441,-3.274452076
0.784768213,0.209462786,8.027357569,10.132325,-2.840009851
1.091459615,0.216513809,7.45280241,10.12889593,-2.579962847
0.756382316,0.218400373,7.888716644,10.12967957,-2.97525644
1.043613137,0.215023098,7.759687526,10.12822605,-3.115177792
0.802447787,0.216509074,8.154636446,10.13315221,-3.239675215
1.759037059,0.211399139,7.741087211,10.13380974,-2.444023265
0.860151711,0.223547481,8.044554918,10.14328984,-3.191944835
0.875995197,0.218782405,8.268506233,10.13274174,-2.988301517
0.993286111,0.205579405,8.384464396,10.12419648,-3.144821115
1.05628684,0.210338898,8.222839179,10.13252722,-2.750497985
0.628209503,0.210672072,8.157022077,10.1451595,-2.80578093
1.068435831,0.215024276,8.144412117,10.13159008,-2.853784595
3.138126058,0.204232535,9.409310238,10.13394371,-2.052597822
1.285269064,0.20009996,7.908573202,10.12318647,-2.780600099
0.786304565,0.209446398,7.967491188,10.13653016,-3.00352205
0.813619785,0.22243169,7.776519722,10.13829174,-2.855521694
0.985344813,0.218560415,8.05098797,10.13707206,-2.744085547
0.672505348,0.207827388,8.129374582,10.13265059,-2.922821839
0.985498941,0.215856086,8.085744817,10.12835852,-2.777866883
1.047013441,0.204215456,8.100579155,10.12386798,-2.81441834
1.007948618,0.219046704,7.789080852,10.13525877,-2.696231932
0.663867006,0.211452743,8.156224253,10.12449073,-3.011610928
0.577440574,0.207370772,8.362853643,10.11993269,-3.168930554
0.756867093,0.215068009,8.2798395,10.13650116,-2.935766054
0.621600206,0.210334241,8.133276253,10.12671558,-3.12303722
1.079818766,0.215571598,7.873313286,10.13268663,-2.84239245
1.000328208,0.222140501,7.947439824,10.14522357,-2.761504605
1.188325105,0.207707499,7.711360333,10.13112862,-2.326868151
0.766535421,0.211404646,8.20247343,10.1283259,-2.823093478
0.825983937,0.222360604,7.851848222,10.1422094,-2.770712315
0.80349241,0.217283717,8.046938334,10.13236274,-3.2437872
0.920090164,0.216868275,8.141289746,10.13642444,-2.653923116
0.873621174,0.2127741,8.048163878,10.1235024,-3.233092506
0.650183319,0.214790775,8.304243148,10.1396786,-3.144118802
0.606562068,0.221676796,8.086369261,10.12850019,-3.241783809
0.903627233,0.20950973,7.895134915,10.13078159,-2.835655702
0.608765491,0.214769854,8.392874417,10.13326351,-3.487182196
1.03845096,0.211725668,7.879592204,10.14064237,-2.701097111
1.528175079,0.21256419,7.778187762,10.13531467,-2.683897744
0.976504724,0.210802992,8.185709874,10.13739733,-3.065725352
1.131833835,0.215985422,7.979408646,10.14362805,-3.17268811
0.775954544,0.214501775,8.113224659,10.13791248,-2.953053691
1.002834642,0.211343029,7.791376997,10.12892806,-3.393939246
0.631446739,0.22163681,8.269998065,10.12850951,-2.996894554
0.746376849,0.227330721,8.191094226,10.14685734,-3.210179656
0.842216975,0.207243286,8.136129024,10.12006306,-2.728824614
0.617894152,0.217235339,7.91940112,10.12847734,-2.787356816
0.878136835,0.213334611,8.157728797,10.13648679,-2.876122009
0.930095077,0.21032015,8.056079037,10.13308811,-2.634074753
0.97819624,0.203842608,8.019102163,10.12654501,-2.668878787
0.78676668,0.215471923,8.019463335,10.12400202,-2.890915547
0.995467935,0.21672343,8.120442315,10.13371424,-2.969182248
0.904330057,0.215238723,7.829254314,10.13270942,-2.697997651
0.702085107,0.21643913,8.266973579,10.14019443,-2.909033502
1.169210657,0.204104341,8.127204225,10.12540727,-2.791725341
1.289567011,0.213421243,7.709477574,10.13611869,-2.753541103
0.724848755,0.213889043,7.750472148,10.14105395,-2.820343469
0.67009362,0.207000338,8.009305394,10.11961038,-2.91923417
1.162106243,0.207234606,8.342091287,10.12432051,-3.076143733
0.809929637,0.205265493,8.054324594,10.12145371,-2.759127896
1.244903373,0.211979044,8.099742047,10.13565727,-2.976234443
0.691177557,0.216940466,8.12271343,10.13363779,-3.269691364
0.77408651,0.221637573,7.957700122,10.13248467,-2.942497551
1.058218742,0.231913957,7.679110374,10.14196498,-2.726781956
0.885432401,0.210677649,8.010294727,10.12274186,-2.7562158
0.954562286,0.221554852,7.911526086,10.13807652,-3.031252591
0.974361764,0.210959361,8.092518842,10.12984217,-2.772444293
0.710313633,0.211974902,8.263276887,10.13246745,-3.195757186
0.869649314,0.208545953,7.996431566,10.12763148,-2.833676386
0.704169326,0.224263021,8.278238536,10.13981799,-3.444940836
0.812589828,0.208431819,8.291500482,10.13301922,-2.938988174
0.924701404,0.208587689,7.824727943,10.13429915,-2.269039934
0.952158077,0.216393168,8.106213756,10.1330783,-2.960362359
0.789283686,0.218835269,7.793714175,10.13169922,-2.78101406
0.9654502,0.219419238,7.586994252,10.13753348,-2.79334248
1.116925222,0.207751803,8.284005206,10.12955025,-3.008237916
1.089657387,0.215866681,8.413527146,10.13552925,-3.403415087
1.529550466,0.223111504,8.232554926,10.13273975,-3.229334977
0.794346433,0.212630015,8.154402064,10.14144315,-2.796653335
0.869618055,0.21521434,7.881953294,10.12550667,-3.161722995
0.95817932,0.21120448,8.120381102,10.12995677,-3.039024853
0.776839699,0.217672008,7.896337772,10.1381351,-2.807323765
0.774741049,0.217712709,8.177944947,10.12830325,-2.928187306
0.818155759,0.224013191,8.115910003,10.13578111,-3.146930096
1.630724572,0.209369652,8.084237952,10.12522337,-2.983661456
0.680431787,0.210781761,8.374018109,10.13221543,-3.117097694
0.583003992,0.202902901,8.363202066,10.11962617,-3.14557803
0.888285394,0.212175427,8.182404198,10.13388994,-3.141540619
0.888489623,0.217397719,8.070410531,10.13575268,-2.947251679
0.936170394,0.2132087,7.724819229,10.13527148,-2.748905003
0.735852492,0.213573521,8.13574691,10.13888965,-3.011905246
0.74618701,0.207466949,8.214988504,10.13067302,-3.061656188
0.863713269,0.208195722,7.927647337,10.14067454,-3.067843218
1.499047209,0.220863879,8.039685267,10.14126066,-2.880047102
0.903876653,0.210974154,8.220034985,10.12994441,-3.250214392
0.995952363,0.218556246,8.175826339,10.13605221,-3.356940836
0.987666784,0.219116023,7.788004702,10.1382807,-2.796421585
1.343034191,0.21248976,8.127622624,10.13856944,-2.826239919
0.539900107,0.214054251,8.413476512,10.13613387,-3.29472112
0.519484461,0.217621787,8.276027596,10.13139361,-3.406164067
0.906512559,0.211252217,8.33248381,10.13704432,-2.878298739
0.925102444,0.219120895,7.704886227,10.14176121,-2.758981587
1.048995797,0.210585867,7.572192392,10.13591915,-2.76597252
1.291447502,0.220336048,7.512896548,10.13704248,-2.63626396
1.028825193,0.207078245,7.871653133,10.13150342,-2.777725217
0.890786802,0.219871051,8.028008273,10.13562211,-2.763994453
0.827041714,0.216620191,8.276129896,10.13348956,-3.052019234
1.258389635,0.208284046,8.153448075,10.13172987,-3.026733659
0.760579747,0.211947589,8.300184036,10.12402673,-3.108264608
0.422440009,0.211275535,8.298873139,10.13037974,-3.210909372
0.740590328,0.220292836,8.180885723,10.13411492,-2.950517836
0.95284949,0.201609437,8.251837124,10.13336779,-2.61814687
1.129998667,0.218913019,7.757426755,10.12760254,-2.903722537
1.095274814,0.211487932,8.026914094,10.12877646,-2.951881369
1.083882175,0.212606462,7.643826214,10.1313852,-2.895845534
1.097082421,0.208776335,7.854484963,10.12458008,-2.695971449
0.676665409,0.213550037,7.86511834,10.12653294,-3.232295436
0.57337331,0.207691325,8.302679694,10.13421199,-3.175795328
1.343466404,0.208383983,7.935272226,10.12983056,-2.778287227
1.772231838,0.213452077,9.509659316,10.13931776,-2.65590026
0.757942178,0.215865434,8.326021477,10.13478162,-3.227806549
0.991303497,0.217641011,7.643634905,10.13400778,-2.80119933
0.828457034,0.209499155,8.215486763,10.12415758,-2.895654857
0.674410519,0.216449415,7.973840953,10.12480622,-3.292598804
0.94996203,0.203972868,7.898903992,10.13089857,-3.038478011
0.887899755,0.21343156,8.074908161,10.13276484,-2.893504176
0.946425005,0.214256029,7.779192741,10.13081654,-2.702801779
0.844291267,0.210298441,8.004397307,10.12895852,-2.76060289
0.971345149,0.209687772,7.796120369,10.12507228,-2.830997622
0.910259101,0.208913355,8.534290171,10.12962198,-2.86152337
1.06864651,0.209462839,7.960598895,10.13184392,-2.581589276
0.863313054,0.211532909,8.204499197,10.1374754,-2.840232201
0.931066135,0.209455578,8.40690293,10.13506554,-2.858249612
0.972609329,0.21358631,8.061010304,10.12228653,-3.151768832
0.806321306,0.219391022,8.194660615,10.13033672,-2.830173247
0.933923706,0.208799527,7.995385981,10.1310328,-2.745791073
0.837687538,0.210239442,8.030809314,10.13290704,-2.822244596
0.673756562,0.21378099,8.079172485,10.14220739,-3.013164584
0.840875256,0.217121638,7.888709959,10.13421262,-2.788024214
1.011381571,0.216500035,7.646419591,10.1365005,-2.48539771
1.173693954,0.210776656,7.827837403,10.12845494,-2.676860361
5.273284543,0.208449794,9.48780859,10.13263151,-1.977641194
0.972264051,0.214294427,7.72981328,10.13308205,-2.633312876
3.489076411,0.204680275,8.028698693,10.13359119,-2.017209099
0.644455305,0.208385564,8.4407807,10.13641977,-2.874643471
0.822464075,0.223344872,8.236678778,10.13879152,-2.807763992
1.139969495,0.215352153,7.539348008,10.13675874,-2.818277109
0.725448059,0.219377398,8.290333254,10.13209872,-3.176901491
0.619757305,0.20706772,8.250085322,10.12136718,-3.058481966
0.588104376,0.204333791,8.388048248,10.11909114,-3.102026732
0.814107231,0.2060405,8.628268712,10.12457287,-3.182405214
0.957357726,0.211049696,7.82882645,10.12944837,-2.853225117
0.879080483,0.215927096,8.147313128,10.13696336,-2.835025461
0.784771814,0.215040343,8.180949794,10.13288487,-2.817935677
0.726233964,0.211510767,8.281610165,10.13270387,-2.950880656
0.538849911,0.215419789,8.038899503,10.13167565,-3.387988816
0.769495771,0.218114679,8.00033569,10.13019606,-3.100978002
0.73708194,0.209080435,8.34032742,10.13025666,-2.897885077
0.683150379,0.20758041,8.207357425,10.1276631,-3.065702386
1.434400589,0.208798606,7.64738882,10.13496547,-2.655313319
0.898709943,0.220870362,7.869507085,10.14032404,-2.715619902
0.759175272,0.205847316,8.215434921,10.13556131,-2.721997583
1.059548548,0.212291949,8.130743712,10.13420132,-3.018600795
0.917847478,0.218230771,7.898593066,10.13437391,-3.162755925
1.165328578,0.21096351,7.332309959,10.12764519,-2.48997675
6.149921682,0.206647188,13.83615707,10.12499068,-1.641414837
0.772191047,0.206347285,8.153062532,10.13760147,-3.099043218
0.607956516,0.202333497,8.458581924,10.11920293,-3.090647547
0.737479765,0.213239645,8.169900438,10.12816105,-2.817719773
1.025725153,0.217771795,7.628813295,10.13392295,-2.392066741
0.741792478,0.21097565,8.123290517,10.12788781,-2.816978777
1.01286411,0.211434058,8.048133582,10.12243771,-2.894373643
0.899176868,0.21648725,8.259021655,10.13085347,-3.155929726
0.788699676,0.21381434,8.13027588,10.12430613,-2.764788302
0.614094399,0.217931432,8.150897488,10.14244957,-3.172891703
0.932535832,0.217164927,8.003194322,10.13505633,-2.902332358
0.777687768,0.224026041,7.791138631,10.13353901,-2.591688089
2.294547551,0.199165283,9.481011512,10.13163017,-2.314526124
0.634788397,0.211130925,8.498981231,10.14211975,-3.479036025
1.669902886,0.215399585,7.813121932,10.13113992,-3.023672935
0.755770249,0.221462531,8.100107559,10.1377817,-3.013603993
0.745372005,0.21179203,8.129431488,10.12887431,-2.899350396
0.600835292,0.223314917,8.166336193,10.13626311,-3.431719527
0.80452296,0.201095209,8.054150697,10.12809279,-2.728559235
1.027983402,0.217664807,8.048091184,10.13006391,-2.767952711
1.123117053,0.216948157,7.771590817,10.13304254,-2.901526402
0.822197522,0.216555285,8.253929745,10.13146384,-3.143439508
2.465987475,0.199231993,9.374033305,10.12882374,-2.191149352
0.970282193,0.213120845,8.085875713,10.13089828,-3.289258119
0.778686665,0.19724697,8.332479159,10.12072998,-2.749140012
1.259991019,0.210609044,8.865827871,10.12981782,-2.865710708
0.670839928,0.212600138,8.219329981,10.13220305,-3.20859371
0.648951357,0.222555488,8.193059915,10.1389843,-2.915513265
0.724860566,0.217706418,8.069912066,10.13069626,-3.099379657
1.031011688,0.21760989,7.608407466,10.1338111,-2.38980231
0.817365991,0.216400544,8.161923044,10.12801207,-2.944651311
0.729022984,0.214685341,8.030119221,10.13166362,-3.247040959
0.942802207,0.206415981,7.986166375,10.1245352,-2.7648183
4.690762602,0.199136821,8.567901681,10.13204899,-1.895566497
1.0431351,0.212036311,8.061143483,10.13312098,-3.38405235
0.769106777,0.222286549,8.059147755,10.12962469,-2.806851308
1.222880184,0.206412483,7.645160895,10.13117463,-2.355765006
1.402996131,0.218728164,7.713450949,10.12381335,-2.517887587
0.995856238,0.214155146,8.377866358,10.12704315,-3.004256267
0.898470746,0.208817106,7.934214024,10.12997916,-2.514303865
1.175021253,0.216449137,7.818461615,10.12743991,-2.705538007
1.244711181,0.210190539,7.475349405,10.13314368,-2.468704143
2.157669524,0.209753275,7.801763641,10.13780404,-2.4341273
0.610787779,0.22071968,7.895975698,10.1422272,-3.101133162
0.70078133,0.224461452,7.978249255,10.12558539,-3.510039536
0.578496411,0.21684274,8.176261121,10.12633479,-2.843503569
0.847801714,0.212330368,8.271648123,10.13604738,-3.188652103
0.674204303,0.216433208,8.199713161,10.1394899,-3.559042998
1.312930753,0.212929279,7.807637529,10.13434351,-2.728498182
5.289439321,0.213318479,10.16218459,10.13098825,-1.543777205
0.933108404,0.212539228,7.919156204,10.13250311,-2.795956463
0.919588814,0.22225923,7.811508864,10.12840082,-2.933921154
0.935020743,0.206918929,7.879118169,10.12357935,-2.860876883
1.606727054,0.212421324,7.844082548,10.1274402,-2.888835878
0.843195447,0.217729293,8.1021321,10.1420117,-3.131494181
1.07909466,0.208323981,8.400399316,10.14206321,-2.940076873
1.052012087,0.211653597,7.950224589,10.13069929,-2.775752392
0.756993079,0.208631053,8.11158117,10.1252523,-2.895655403
1.249066851,0.214609953,7.776000711,10.13862631,-2.735357849
0.689253022,0.211000375,7.951826001,10.12991291,-2.864961377
0.731746273,0.217954473,7.898206456,10.12755027,-3.276098416
0.769573402,0.209145454,8.088513524,10.12747767,-2.976649823
0.829794482,0.216012786,8.150557842,10.14025389,-3.101008429
0.867312,0.2057668,7.96649426,10.13653747,-3.158561973
0.615810177,0.210472004,8.263123503,10.13289854,-3.315233288
0.887109304,0.198456153,8.017457493,10.1217333,-2.66619669
0.748537426,0.204326599,8.428634242,10.12749512,-2.836135172
0.706849907,0.21266834,8.377696732,10.1319021,-3.03486101
0.795967551,0.218214845,7.850622113,10.1224447,-2.791544521
0.83631284,0.206832228,8.041260865,10.12534637,-3.117929951
1.723395633,0.208703244,8.021118628,10.14200863,-2.354888332
1.167487338,0.215589915,7.937771418,10.12604252,-2.975960552
0.917621845,0.207233092,7.794970831,10.13127535,-2.767476158
0.547169069,0.225065049,8.10196119,10.14191859,-3.218868177
1.088510699,0.208342836,7.722660436,10.13099783,-2.768330403
3.436579135,0.217503222,12.68317004,10.13953548,-1.552079751
0.692674116,0.210345113,7.899130448,10.12432053,-2.632542267
1.435824342,0.211365475,7.733110915,10.1387086,-2.764685564
1.765377376,0.210487993,8.318838792,10.1294644,-2.724977401
0.984548095,0.217616034,7.835514323,10.13355567,-2.882132036
0.835795602,0.217383753,7.953814797,10.13085319,-2.582797963
0.579277076,0.21618879,8.451135729,10.13288872,-2.837942594
0.750795445,0.219615657,8.121470839,10.13825866,-2.860924438
0.766300158,0.211007821,8.049478404,10.12405399,-3.01664174
0.871885141,0.21661786,7.991475606,10.13352949,-2.793947296
0.851952583,0.203430111,8.395271661,10.12835849,-2.816425437
1.050179915,0.209342756,8.010521314,10.13179155,-3.159337564
0.992659783,0.226137027,7.603259225,10.14297469,-2.714072243
1.225635558,0.22001619,7.778766233,10.13412424,-2.706661428
0.958328453,0.21048619,8.193748653,10.13519439,-2.925837034
0.67829629,0.210884832,8.133164802,10.12750906,-3.018181631
0.677556977,0.212743554,8.275027244,10.13199056,-3.390413499
0.566376652,0.215799226,8.198067972,10.12044742,-3.313597318
0.935343365,0.216162427,8.059770397,10.13009297,-2.885369619
0.546597654,0.218207987,8.160160816,10.13910789,-3.108487197
1.177171852,0.213155115,7.485247532,10.12472341,-2.157076031
0.859013876,0.20847208,8.368605268,10.13756907,-3.25647978
1.042590889,0.223365236,7.831039443,10.12658314,-2.752560583
1.034392185,0.211188148,8.262745455,10.13005084,-3.228973331
1.094200751,0.214541268,7.873805401,10.13190791,-2.897853938
0.554501473,0.216107326,8.270382483,10.13374342,-3.36182069
0.679684821,0.222445682,7.9747766,10.14058602,-3.203003457
1.364735397,0.212079262,7.773780899,10.13811888,-2.406218069
0.584474669,0.215473375,8.277013012,10.13438932,-3.229700851
0.824247312,0.216658114,8.005124476,10.12971202,-3.164905871
0.751803749,0.213689021,7.993619917,10.12904069,-3.095038017
1.1130329,0.211907565,7.866602451,10.13305248,-2.748375643
0.924639123,0.211380793,8.049935822,10.13153225,-2.703819018
0.722350064,0.214900871,8.256763688,10.12969932,-3.038756634
1.043874286,0.22142235,7.655547649,10.13311817,-2.595738065
1.177228212,0.205702114,8.019177179,10.12966256,-2.92047916
0.998429363,0.213499532,8.167968405,10.13549482,-3.038385633
1.95685351,0.201460234,8.063221435,10.12750181,-2.420950615
0.861411407,0.220553747,7.892697862,10.13523986,-2.753646196
0.696527515,0.208277448,7.919073359,10.12708314,-2.89711938
0.688204658,0.225334407,7.669002802,10.12603766,-2.866816118
0.8293279,0.203556491,8.12124075,10.12640831,-2.817118203
0.77279364,0.208455011,8.468368905,10.13314296,-2.967390547
1.025572728,0.208951515,7.904537417,10.13552557,-2.51166199
0.529467142,0.211836824,8.348204185,10.13265231,-2.880983753
0.817972976,0.22402912,7.920178348,10.1397569,-2.743616783
0.86171673,0.211701119,8.219538011,10.13650375,-3.11691592
0.996045395,0.221133307,7.689499937,10.14123219,-2.913424586
0.804414894,0.207996652,8.067285222,10.13296994,-2.907048268
2.941855705,0.207314255,13.81109183,10.12675677,-1.331550539
0.674008996,0.221648724,8.245411555,10.13861373,-3.081096914
0.472422109,0.218665483,8.442981784,10.13545506,-3.246044662
0.756850067,0.213848453,7.956433319,10.13568646,-2.629566016
1.041508944,0.209925677,8.085505148,10.12765013,-2.723264483
0.718330691,0.212441144,7.997885659,10.12580216,-3.339458383
0.91480384,0.21455179,7.914707082,10.13388664,-2.581734032
0.673135016,0.212158476,8.138767674,10.13192863,-2.891311715
0.948253637,0.222354066,7.980142029,10.14295285,-2.984699228
1.023218086,0.206497004,7.71399232,10.11694808,-2.565936605
0.959792291,0.214489536,8.134243374,10.13134996,-3.002403275
1.65965386,0.202878839,8.539986395,10.13308817,-2.51599495
0.792792427,0.215690998,8.103825729,10.13813021,-2.991787876
1.221665973,0.20793115,7.87031285,10.13493849,-2.869039284
0.762934472,0.209936153,8.02031383,10.12426393,-3.020270658
0.714886272,0.21070376,8.123203389,10.12304085,-3.19147721
0.770710426,0.218376949,8.108468728,10.1300851,-3.11720058
0.891993896,0.214363516,7.822797058,10.14018805,-2.895483033
0.861574748,0.220635561,8.065817214,10.14031268,-3.183424353
0.845821197,0.20653001,8.145672554,10.11994261,-2.858252642
0.746401955,0.201967784,8.157420423,10.12552921,-2.654508595
0.705917273,0.221155771,8.123940892,10.13180655,-2.854531919
0.770036479,0.2174924,8.219952955,10.12779018,-3.383029492
0.781428981,0.213986428,8.268604654,10.13453585,-2.889818447
1.22348433,0.220460388,7.520011454,10.13347504,-2.614773893
1.258949958,0.206180904,8.149940121,10.13080759,-2.899516088
1.045458735,0.208417099,7.77578965,10.12894791,-2.658447316
1.780417117,0.22152842,7.399335434,10.14511208,-2.778482467
0.607464518,0.205677667,8.452830672,10.13517042,-3.215539734
1.22695246,0.214240459,7.74677246,10.13835545,-2.724980289
0.803484987,0.210824712,7.988776752,10.12330902,-2.859793313
1.061691484,0.213374553,7.783875457,10.13854118,-2.550695218
0.894361078,0.225080297,7.928893156,10.14290077,-2.708915972
26.69898492,0.213372216,17.00642389,10.14059752,-0.618998388
0.885454372,0.223268961,7.806038074,10.13501762,-2.604178665
0.858708348,0.223702245,8.194908392,10.13787057,-2.886264615
0.892841845,0.207291516,8.010867542,10.12099847,-2.786349649
0.583598005,0.214279567,8.26985702,10.13168626,-3.022357861
0.794442984,0.206034585,8.113956172,10.13183078,-2.927230949
1.024113668,0.217537056,7.896851303,10.13363527,-2.692497791
0.794155412,0.208667075,7.888723776,10.12590565,-2.971517774
1.063589823,0.209414222,7.555675692,10.13184552,-2.489721129
1.356942329,0.215705332,7.59866111,10.14224175,-2.412388814
0.952939188,0.202529228,7.947769434,10.12283227,-3.012506218
1.023126576,0.209439126,8.251975771,10.13866083,-2.897488963
1.011420134,0.211381884,7.96198685,10.13096216,-2.885714113
0.576191172,0.223993151,8.330683521,10.13508159,-3.206376681
0.8121867,0.215496869,7.997108463,10.13506294,-2.907943841
0.736948314,0.214905811,8.044841379,10.14044765,-3.09688757
0.769467527,0.224425185,8.21192061,10.14034234,-3.233363884
1.493007357,0.209224046,7.890729504,10.13437436,-2.840049706
0.704989499,0.22229245,8.164172633,10.13988934,-3.030106856
0.601322747,0.216260915,8.18635204,10.13551397,-3.108456068
0.93881934,0.208260551,8.509147335,10.13439378,-3.004920904
0.918138685,0.211000676,7.735819958,10.1327727,-3.04373054
1.154887593,0.207862973,8.459403103,10.13607301,-3.094639593
1.800690475,0.207464709,7.402872813,10.13229053,-2.389649312
0.763436557,0.203964391,8.102476498,10.1239612,-2.707732303
0.612713754,0.210512771,8.42747573,10.13281057,-2.862028217
0.85892859,0.199634597,8.419771355,10.12266569,-2.999503174
0.992425039,0.20939397,8.11194424,10.1309462,-2.895118534
0.822620562,0.212004277,8.09845035,10.12802326,-2.729652935
1.087282155,0.206084278,7.712851411,10.12999578,-2.509318485
0.917788973,0.215937255,7.965703447,10.12381932,-2.980269077
0.639050741,0.222758197,8.015523502,10.13373775,-2.779365905
1.052868781,0.20762683,7.884578254,10.1326759,-3.163821175
1.029638686,0.211255207,7.955967094,10.12155366,-2.862373939
0.709744489,0.207022708,8.179376558,10.13035946,-3.173423091
0.906071711,0.212090718,8.036372277,10.13624031,-3.292274158
0.589935014,0.209199114,8.350503393,10.12143414,-2.966635475
0.761999768,0.216970818,8.160301502,10.13474127,-3.288016303
1.034325073,0.208379546,8.548873714,10.13688443,-2.904880386
1.659966959,0.205459996,8.082110626,10.1254966,-2.827170947
0.814112907,0.207151646,7.948639999,10.1320013,-2.8800561
0.998371177,0.210748199,8.086995142,10.1281184,-2.871297941
1.167129973,0.216959784,7.9572388,10.13671833,-2.906152238
0.94462193,0.214136935,7.733092195,10.12959237,-2.981861245
1.204757201,0.207940377,7.925947561,10.13595533,-2.870689014
0.851275367,0.20715661,7.986604454,10.13755652,-2.797398433
0.927566801,0.217533985,8.137986481,10.13796136,-3.071150548
1.052913924,0.215557327,7.782901682,10.12846984,-2.742052837
0.738181429,0.210814313,8.133927399,10.13203924,-3.185636969
0.845060627,0.211081364,8.029464987,10.127663,-2.959240647
0.856821136,0.211112006,8.319479297,10.13625585,-3.178208362
8.92094861,0.193988609,13.1242114,10.11883981,-1.356535176
10.02896585,0.204530778,18.48965322,10.13142532,-0.750029755
1.186674047,0.208623833,8.708976396,10.14044117,-2.854863606
1.147529494,0.208995147,8.261412585,10.13212276,-2.808321094
0.987742426,0.220014033,8.039094306,10.14294531,-3.02198141
1.022653449,0.221809522,7.441924894,10.13157096,-2.586964271
2.505386694,0.203253426,8.421639836,10.13440851,-2.2462704
1.002439988,0.20393577,8.143968055,10.14043026,-2.639770992
0.749840454,0.216013163,7.873363996,10.13080298,-3.174298163
0.872647671,0.21552466,7.844128684,10.12655531,-3.045243293
12.40803706,0.202789661,19.37022405,10.1255729,-0.738933403
0.838868748,0.219319169,7.643679129,10.13597983,-2.659774382
0.659830863,0.213053158,8.2891271,10.13049629,-3.237356061
0.866567154,0.215891837,7.728019927,10.1325779,-3.158757104
1.004525068,0.20654303,8.406596044,10.12553006,-3.261442513
0.887441181,0.213922251,7.783755682,10.14036861,-2.869490385
0.921886109,0.204868733,8.213061259,10.12332901,-3.019952213
1.09129231,0.207770689,8.011119064,10.1257489,-2.823812014
6.786035225,0.211915522,10.53670118,10.13370679,-1.821140809
